Lambda,TrainAccuracy,TrainMeanError,TrainRMSE,TestAccuracy,TestMeanError,TestRMSE
0.0,0.3619631901840491,1.7505112474437632,5.58847777526052,0.24916943521594684,1.3421926910299002,5.703644577092267
1.0,0.049079754601226995,-2.2159052597835436E-16,2.059029781834388,0.026578073089700997,0.04863861580871195,1.9848078258091018
2.0,0.38650306748466257,0.9836400817995906,3.9249086582314394,0.36212624584717606,1.2259136212624588,4.572414760734862
