Lambda,TrainAccuracy,TrainMeanError,TrainRMSE,TestAccuracy,TestMeanError,TestRMSE
0.0,0.7046054070747494,0.10556792299872589,1.0870043108014804,0.7021088278303702,0.10405603017009157,1.0915881497517814
2.0,1.8015003924697285E-4,-4.1784261351687075E-17,0.6698337317260422,9.620564919572077E-5,6.177511309311178E-4,0.6739810325314848
